id,description
646," Energy-efficient neighborhood, green home. Efficient & $aving features: solar panels to generate electricity & reduce PG&E bills, tankless H20 heater saves $$, Nice Patio w/paver stones. Down Payment of as little as 3-10% needed. 1st-time buyers only! Affordable Housing. We can sell it, contact Marion Lyng & Jennifer Watson to sell your home today. (831)254-8654"
647," Last one. This is a showcase home with $60k of upgrades. Granite, stainless, 2-zone air-cond,designer interor paint, patio, fully landscaped. Solar roof panels(reduce electric bills by 50-75%,)and reduce climate change. 11 acres of private open space, trails and future membership in the private Bridge Trail North Village Club swim, fitness and activity center. No HOA. Save energy, save the planet and show an affordable, energy producing home"
648," Gated jewel of a property on 6+acres,2+/-planted in premium pinot noir grapes.Stunning rammed earth contemporary wine country home with incredible attention to detail.Pool,pool/guest suite,expansive terrace ideal for entertaining.Spectacular gardens,olive trees, lavender field,hot tub,large barn,3 car garage.About an hour and twenty minutes north of San Francisco,three minutes from the quaint town of Occidental and twenty minutes form Bodega Bay"
649," Charming contemporay cottage on the Westside of St. Helena, a mix of old and new- the home of an artist whether of spirit or inclination. An L -shaped interior separates public space from the bedrooms. Stylish kitchen and baths. French doors overlook the garden in Master bedroom and dining room. The quarter acre lot has an abundant garden with mature trees providing a variety of spots for al fresco dining. A few short blocks to downtown"
650," THIS HOME QUALIFIES FOR BELOW MARKET INTEREST RATES! SAVE UP TO 60K OVER THE LIFE OF YOUR LOAN W/SELLERS INCENTIVE PKG! 3 blocks to ocean, sand, & surf. Walk to beach or sit and listen to the waves crash from your deck"
651," This stunning Victorian style, 4 level view home is brand new construction w/great attention to detail. Fabulous family home w/4 Bedrooms and 4.5 Baths. Gourmet Eat-in Kitchen w/6 burner Wolf range & 36'' Sub-Zero refrigerator. 1000 sq. ft family room/den with built-in wet bar and wine closet. Solar power, radiant heat, decks, garage and garden. Stunning Panoramic Downtown SF City Views from 3 floors. Don't miss it !"
652," OCEAN living at its best! AWESOME ocean views SOLAR ELEC. HARDWD,SLATE,GRANITE ON Pleasure POINT! CUSTOM built just 8 years ago, your new beach home awaits"
653," One of two brand new single story GREEN HOMES on large corner lots! Homes include, stainless steel appliances, 3-car garage, solar system, tankless hot water heater, & many other energy-saving features"
654," One of two brand new single story GREEN HOMES on large corner lots! Homes include, stainless steel appliances, 3-car garage, solar system, tankless hot water heater, & many other energy-saving features"
655," Short Sale! Fabulous reconstructed oceanfront home. 180 degree view of ocean from everywhere. Travartine type tile,lush carpet,huge windows. Top materials with granite kitchen and baths. Huge master suite plus three large bedrooms. Lower level expansive media and game room segues to hot tub deck. Property is offered as a possible fractional buy in of up to 4 owners as well as a single family. New reduced price is well below market value"
656," Custom home thoughtfully designed and built for current owners. Excellent white water and Tomales Bay views plus easy access to beach. Excellent floor plan with great room, soaring ceilings, lots of light, and passive solar from S.E. exposure. The home has been meticulously maintained"
657," Let the Sun Shine in! Architect Designed, Environment Friendly Passive Solar Home at the end of a private drive in the desirable Joslin Lane/Steiger Hills area. 5 private acres with views as far as the Sierra's. Energy efficient 3,000sf home, 3-4 bedrooms, 3 full baths, bonus room, wine cellar, 2 woodstoves, private master suite with sitting room, Remodeled kitchen, features Jennaire cooktop, Stainless Steel Appliances & Quartz countertops"
658," Country Estate With a European Flair...High End Designer Finishes Panoramic Canyon Views... 3.6 Gualala ridge acres. Brand new gorgeous 4 bedroom + office, 3 bath, gourmet kitchen, dbl car garage, landscaping, Radiant Heat, Brazilian Cherry & Copper Quartzite Slate Flooring. Could build a second unit on property"
659," Luxurious English Tudor Estate privately hidden in the hills of Indian Valley. Over 4 acres and panoramic views of Mt. Diablo and our beautiful Bay. Attached granny unit w/separate entrance. Stunning landscaping w/Olympic size pool. Living room boasts a cathedral style ceiling w/open beams, beautiful wood burning fireplace and attached patio. 2 car attached garage w/automatic door. 2nd Unit possible"
660," NEW PRICE! Contemporary, upscale sanctuary. Artist's dream, nature-lovers' retreat, investor's high-end vacation rental. Designed by architect, Jon Fernandez (CowGirl Creamery) in 2007. On nearly 3/4 acre. Green reigns: recycled Levi's insulation, sustainably-farmed red oak floors, EPA cert. wood stove, energy efficient appliances. Forest & stream views. Hike, kayak, drive 2 min. to village of Pt. Reyes. An hour from SF, East Bay, & Wine Country"
661," Extraordinary value and exquisite workmanship make Montevigna incomparable. Set atop a knoll with mountain and vineyard views, this new Provencal-inspired estate seamlessly incorporates antiquities such as French stone fireplaces, floor tiles, marble bathroom fixtures, wrought iron railings and roof tiles. Green as well as grand, high-tech as well as high touch, this is a wine country Eden that offers you luxury and peace of mind"
662," Brand new homes--Bridge Trail, the ONLY new home community that includes solar roof panels(reducing your electric bills by 50-75%) 11 acres of private open space, trails and private membership in the future, private North Village Club swim, fitness and activity center! You too can reduce impacts on climate change and buy an affordable, energy conscientious home. visit: www.thenorthvillage.co"
663," Welcome to Bridge Trail, the ONLY new home community that includes solar roof panels(reducing your electric bills by 50-75%), 11 acres of private open space, trails and a private membership in the new North Village Club swim and activity center! Finally you too can do something for our environment and afford an energy saving home. The natural habitat that embraces your neighborhood community is preserved. There's Nothing Like It. Period"
664," Welcome to Bridge Trail, the ONLY new home community that includes solar roof panels(reducing your electric bills by 50-75%) 11 acres of private open space, trails and private membership in the new North Village Club swim and activity center! Buying one of these homes drastically reduces your utility bill and you contribute towards reducing CO2 emissions that affect climate change. There's Nothing Like It. Period"
665," Brand new homes--Bridge Trail, the ONLY new home community that includes solar roof panels(reducing your electric bills by 50-75%) 11 acres of private open space, trails and private membership in the future, private North Village Club swim, fitness and activity center! You too can reduce impacts on climate change and buy an affordable, energy conscience home. visit: www.thenorthvillage.co"
666," Brand new home--Bridge Trail, the ONLY new home community that includes solar roof panels(reducing electric bills by 50-75% and CO emissions), adjacent to 11 acres of private open space, trails and available membership in the future, private North Village Club swim, fitness and activity center! You too can reduce impacts on climate change and buy a quality, affordable, energy PRODUCING, energy efficient home"
667," Brand new homes-Bridge Trail, by The Hugh Futrell Corporation. Buyers reduce their electricity bills by 50-75%, access 11 acres of private open space, and trails,are eligible for private membership in the future, private North Village Club swim, fitness and activity center! They can reduce impacts on climate change and buy a quality,affordable, energy efficient home"
668," Last one, great value, quality and location. Brand new homes--Bridge Trail by the Hugh Futrell Corp.reduces electricity bills by 50-75%, with 11 acres of private open space, trails and private membership in the future, private North Village Club swim, fitness and activity center! Your buyer can reduce impacts on climate change and buy an affordable, energy efficient home"
669," Brand new homes-Bridge Trail, by The Hugh Futrell Corporation. Buyers reduce their electricity bills by 50-75%, access 11 acres of private open space, trails and are eligible for private membership in the future, private North Village Club swim, fitness and activity center! They can reduce their impacts on climate change, buy a quality, affordable, energy efficient home"
670," Brand new homes--Bridge Trail, the ONLY new home community that includes solar roof panels(reducing your electric bills by 50-75%) 11 acres of private open space, trails and private membership in the future, private North Village Club swim, fitness and activity center! You too can reduce impacts on climate change and buy an affordable, energy conscientious home. visit: www.thenorthvillage.co"
671," Brand new homes-Bridge Trail, by The Hugh Futrell Corporation. Buyers reduce their electricity bills by 50-75%, access 11 acres of private open space, trails and are eligible for private membership in the future, private North Village Club swim, fitness and activity center! They can reduce impacts on climate change and buy an affordable, energy efficient home. visit: www.thenorthvillage.com and http://www.vflyer.com/home/flyer/mls/home/210314"
672, $300k PRICE REDUCTION!! Stunning architect-designed custom home priced far below replacement costs. The 3/4 acre site is on a private road shared by four other parcels. The house itself is well separated from neighbors thanks to location of building sites and habitat preserve abutting the site on two sides. Please see the attached documents for a features list of this extraordinary property
673," Extraordinary Cow Hollow Home newly built in 2009 This extraordinary new home features 5 bedrooms, 4.5 baths (including au pair suite) and 5 decks Environmentally sensitive custom designer features o Colored concrete recycled glass countertops o Treefrogª’ veneer kitchen cabinetry o Radiant Heat o Solar Panels o Plug-in for electric car Two car garage Landscaped mult-level garden with western red cedar and Brazilian ironwood Solid oak wood floors & solid walnu"
674," Modern,custom built,energy efficient home utilizing passive solar, geothermal ground source for heating and cooling and more. West Sonoma County home set on exquisite usable 2 1/2 acres. Pasture,vineyard and mountain views. Engineered septic perc'd for 4 bedrooms. Zoned for Granny unit and animals. Concrete radiant floors. 10'ceilings,floor to ceiling windows in most rooms. Highest quality craftsmanship and materials and appliances"
675," One of a kind Equestrian Estate approx. 5 min. to Hwy 101, Double-gated, private with custom 6 paddock stall barn, tack room and office, Competition arena with beautiful footing with 3 paddocks, 1 Bdrm caretaker's cottage, Custom single level home built in 1998 (?), studio apartment over garage, Huge swimming pool with swim under grotto and 5 waterfalls plus spa. Must see to appreciate!!!! This home is attracting attention!!"
676," Paradise in the Valley!& without high energy bills.In addition to being an energy efficient home,the $61,000+ solar system gives them $6 electric bills. All on a lg flat lot with a peaceful, placid pool. If however, you prefer a shimmering pool, turn on the 3 waterfalls. At dusk, turn on the beautiful lights to create the mood. All this with breath taking views of Paradise Valley on a court location & w room on the side for potential R/V parking"
677," Established Homestead with Large gardens, fruits trees,landscaping & flowers. Cabin,Guest quarters,carport,workshops,chicken coop and misc outbuildings. OWNER FINANCING POSSIBLE!!!!! also includes ap 104-062-17-0"
678," Coveted Vineyard Area! Updated single story home on 1/3+ level creekside acre. Pool, gazebo, deck, patio. Open Floor Plan. Living/Dining with beautiful fireplace. Remodeled kitchen w/granite slab counter,center island,SS appliances, Breakfast area. New master suite w/Vaulted ceilling looking into gorgeous backyard- New modern master bath with limestone surround,separate shower andsoaking tub. Entertain with comfort and style"
679," San Francisco and the Bay are front and center from almost every room. This well built and well maintained home is one of the few on this street with a current market value under $2.5 mil. Highlights include a Home Theater (4th bedroom), Guest Suite with seperate entrance (+-350 sf(unverified, not in tax records), many view decks, surround sound and custom lighting throughout...entertaining is fabulous here"
680," Reduced!!! $54,000 Wonderful 4 year old Clarum built Enviro-Home 4 Bedroom 2 and 1/2 Bath located on a pvt cul-de-sac. Beaut Bamboo floors thruout lower level. Living Room/Dining Room comb. Gourmet Kitchen opens to Family Room. Large Master up with sitting area, three more Bedrooms and a full Bath. Home is considered a Green-Home using Solar Power et"
681," Beautiful Solar Meritage Home, still under Warranty. Kitchen offers S/S appliances,Granite counter tops,cherry cabinetry. Master bedroom downstairs, den/office, w/Bonus room. Side yard w/possible RV parking, kennel. Covered patio w/fan and lights, stamped concrete patio and walk way. Energy Efficient home,tankless water heater and more"
682," A-frame style home through the warm and inviting solarium. Coveted west side Miramar location, Vaulted beam ceiling gives a feeling of spaciousness tour photos www.coastsiderealtors.com/LE_VE/index.htm"
683," Beautifully remodeled. Green features! Walk to Howarth Park. Euro standard kitchen cabinetry, stainless & tile backsplash, stainless appliances.1450 watt,10 panel solar system. E-Star light fixtures, appliances & dual-pane windows. Dual flush toilets. Low odor paint,non-toxic finishes. Refinished oak floors,cork,bamboo & Marmoleum flooring!Ceiling fans.Tankless water heater, radiant & forced air heat, new landscaping and SO MUCH MORE"
684," Unique, energy efficient home with spectacular panoramic views on hill-top location. 11 1/4 acres has been kept simple for private, secluded appeal of the natural beauty. Ideal for vineyard, horses or artistans. This 2 Bed/2 bath home has lots of lighting w/ Idaho Flagstone floors, attached 12'x13'glass Solarium, wood stove, built-in vacuum, custom cabinets in kitchen, 5 sheds for storage with 220 elect. access in work shed. Ready to show"
685," Don't miss this lovely 4 bedroom, 2 bath family home in East Petaluma. Large kitchen with family room, formal dining and living rooms. Tranquil master suite. Enjoy the covered patio and beautiful backyard. Just reduced, this one will not last!"
686,  
687," Panoramic views east & west that include both sunrise and sunsets from custom 3 Bdrm + large den, 2/2 Bath home. Vistas of Annadel state park, Calistoga Mnt, Sugarloaf & citylights. Walk into 1,100 acre park. Outdoor amenities, pool, poolhouse, garden, 10 acres of stunning Sonoma county beauty! Custom interior w/cathedral ceilings, frml drm, den & breakfast room. Private master suite w/hot tub. Drop in and see the views at our Virtual Tour"
688," This beautiful contemporary has amazing views of the Anderson Valley's Pinot Noir vineyards + miles of mountains. Truly earth-friendly, the state-of-the-art solar system lets you consume without guilt! 1920+- sf on main level + 1150+- sf unfinished ground level plumbed for a bath. House is surrounded by gorgeous plantings that attract birds & wildlife. Creekside cottage is a world away for cool, lazy summer afternoons. Zoned for 2 homes"
689," Beautifully remodeled Mont Marin home with addition of master suite including sitting room,fireplace,sauna & sunken tub w/jets in bath. Truly gorgeous. Hardwood & limestone floors, 9' ceilings, skylights, newer kitchen cabinets, granite counters, central heating & air conditioning plus solar panels w/200 gal tank. Masterfully landscaped yards offering a hot tub, complete privacy and greats views on all sides. Can be converted back to a 4-bedroom"
690," This five star green home has charm, comfort, energy efficiency, healthy air & durable, attractive materials. Don't miss this responsibly remodeled cottage in sunny Mirabel Heights- all new electrical & plumbing, elegant, economical & eco-friendly features. Solar PV, metal roof, radiant heating, FSC lumber, concrete counters, bamboo & cork floors, low-VOC paint, dual flush toilets & more. Sealed & insulated (formaldehyde-free) from top to bottom"
691, beautiful flat acre with cute home and large woorkshop/garage. Parklike setting with large trees and lots of sun.New Paint
692," MUST See!! CURB APPEAL.THIS home HAS some updating*Windows & carpets Sparkle!Light & Bright kitchen with white cabinets & Tile* Painted inside & out in the last 4years*Comp.roof 10yrs* Living rm has been enclosed with double doors*Spacious Family room with cozy fireplace* Dual paned windows*2 year old furnace & water heater* Spacious Backyard has covered deck,Lawn & Azelas & Flagstones complete the privacy of this yard* No 2 Stories by you"
693," Move right in to this exceptionally well maintained home with many upgrades, located on one of the most quiet and pleasant streets in East Petaluma! Top of the line hot tub and all appliances included in the sale + 2 car garage with loft. Seller to remove portable electricity generating system prior to close of escrow"
694," Golfer's Dream Home. Clean,cute,light-bathed home is well-sited on a little knoll for privacy on both sides. Plenty of parking. FULL SUN.Lovingly maintained.Grow tomatoes, corn, strawberries in all that sunshine!Gorgeous 15 minute drive to Pacific Ocean.Walk to Northwood Golf Course, beach. Easy on and off Hwy 116. Re-modeled in 1996 w/ County Permits. Private PARKING. Zoned for home office. Sellers are having another baby and need a larger home"
695," Beautiful 160 acre secluded Robinson Creek Ranch Estate located in the pristine mountains of Northern California. Spectacular panoramic views, multiple creeks and waterways all a short drive from town. Crowned with a completely original brand new 3,000 sq. ft. modern home, the estate also features a 2,000 sf. shop, electricity, heat, water, barn, observatory, guest house and more"
696," Just west of Ruby Hill, eco-friendly neighborhood, boasts high-end features... oversized butler's pantry, cherry kitchen w/stainless gourmet appliances, crown moulding, shutters, Travertine & wood-plank floors, solar power, 4 car double tandem garage"
697," Possible Short Sale! Super home for family with children. 4br on a quiet cul-de-sach. Newly remodled with new appliances, central air, furnace & NEW duct system, double-pane vinyle windows, Solar heating & Cozy woodburning stove, special Security System for children with above ground Doughboy Pool. New paint inside & out. Sellers must sell now! Make any offer!!"
698," Located in the Carneros Region and set amongst your own hobby vineyard & crafted with thought & care, this truly unique 2400 sq.ft. +/- home is everyone's wine country dream. Separate two car garage,office and storage. Built in 1999 with engineered 3 bd/rm septic and remodeled plus expanded in 2003.Wonderful home for entertaining. Room for a pool"
699," Views of mount Diablo from quiet hilltop, cul-de-sac location. Easy access to freeway and shopping. Backs up to neighborhood park. Recently upgraded kitchen and bath. Spacious floor plan with huge master bedroo"
700," Comfort in the country on 49 acres of incredibly beautiful land! 2,850 sq ft 3 bedroom, 1.5 bath home with spacious great room, gourmet kitchen, radiant floor heat, 2nd story loft with storage and additional rooms. Passive solar design with state of the art solar system of maximum convenience and generator back up. Two water sources, includes a year round creek and almost borders Walker Lake for 100 feet"
701," Architect design & Well built by owner- bonus room- 23 miles to SC town clock: Terrific Sunny Setting- decks, hottub: 3.7 acres sloped to creek: newer- woodstove: Must see: Good condition- inspections- a drive out-but great deal"
702," 2 homes on 5.8 acres by Hanson Designs. Homes have privacy corridor. Grid-tied solar elec system,radiant heat,flrs acid stained,fir/bamoo, out bldg studio/workshop,cherry cabinets,granite counters,bay view,10 min from SC andS"
703," >200k reduction! This gorgeous 4/3.5 home situated in the flats of Greenbrae has been completely remodeled with attention given to every detail. The gourmet kitchen opens to an inviting great room with vaulted ceilings and French doors leading to a deck with great Tam views. There is a sport court, incredible pool and spa surrounded by ample decks, all with views. This private, sunny home is in the Kentfield school district & minutes to Bacich"
704," On the corner of Chalkhill Road and close to Mayacama Country Club, this home sits on 1.85 acres of level land. Truly an ideal wine country getaway producing 40 cases of award winning cabernet annually. The estate is landscaped and lushly planted for entertaining with a solar heated pool and cabana with a tropical feel. The two car garage also has two additional car ports for storage and a 450 sq.ft. office/studio above"
705," An Inspiration by a certified green builder in W. Sonoma County. The open floor plan boasts bamboo floors, 20' ceilings, skylights, French doors, Travertine and loft. The art studio has its own deck. The kitchen shines with hand pressed counters, stainless, wine rack and ambiance lighting. The MBR offers French deck doors, walk-in shower, soaking tub and radiant heat . Prewired for all media. Walk to the river, restaurants and theatre"
706," Sweet multi-level cabin on 21 gorgeous acres. Lot of beautiful trees, privacy and fantastic views from the decks and house. Separate studio with loft. Over 300 botanical plants, small pond. Home has solar & passive solar with generator. BAck up PG&E at well. Wonderful Vacation get away"
707," Vacation at home in this magnificent gated Mediterranean estate on a +- half acre! Green built in 09, this unique, resort like custom home boasts incredible finishes and perfection in every detail. The open floor plan with walls of windows overlooks a vanishing edge pool w/ spa and waterfall, outdoor kitchen and level lawn, all w/ full Tam & bay views including a peak at the SF skyline! 5 bed, 6 ba, wine cellar, workout room. Completely private"
708," Beauty everywhere you look! Elegant design, Builder/Artist's own home on almost an acre. Walk to Anchor Bay Beach.Spacious sun filled home with Cherry Cabinetry, Granite Tile counters,Canadian Maple Floors, Full Dimension Timber Framed Beams with Cathedral Ceilings, Cook's Kitchen & Pantry. Italian Tiled Baths, spacious Studio, Over sized 2 car garage with workshop, extra Bonus Room,& much much more"
709," Originally a 5-unit building, This SFR has been COMPLETELY REBUILT. This home is comprised of 4 Living Spaces: Main Residence, Guest/Au-Pair Apt, Exec Office & Garden Studio. Modern functionality & well appointed throughout, the result is a balance between sophistication and comfortable livability. Its versatile potential fulfills every domestic vision. A new standard for San Francisco living"
710," SOLAR Home Tuscan style New construction, upgrades include topline carpeting, mirroredcloset doors,neutral colorsspecial coating garg flr, prof. landscaped close to schools,churches,shopping,pubtrnsport. Buyer Cooperation/1031exchang"
711," This beautifully updated 4 bed/3.5 bath Easton Addition home is located on one of the most sought after streets in Burlingame. The home features include high ceilings, arched window in living room, hardwood floors, marble,granite,extra storage,solar panels and a lovely landscaped yard. The 4th bedroom is currently used as family room. A great place to call home"
712," Minutes from El Dorado hills off Latrobe Rd! 3 / 1, 10 acres, 2 car garage. Features: inviting kitchen, bonus room, wood stove, vaulted ceilings, wanes coating, crown molding, dual pane windows, bath w/ a claw foot tub / outdoor access, sight seeing deck, whole house fan, 50 year tile roof, 30 gpm well, 1200g H2O tank, H2O softener, $30k solar system, 3-8 stall barn, paddock, dust proof tack room, wash area, feed room, fruit trees, wood storage and 1 car detached garage"
713," This beautifully updated home enjoys 2 bedrooms and a master on the main level with an additional master and office(which could be a 5th bd.)on the second level. Features include hardwood floors, granite kitchen, family rm. and den. Nearly .50 acre level lot, assorted fruit trees and redwood deck with hot tub and playhouse, this home includes a temperature controlled wine closet, solar panels and art studio/workshop. Very private yet close-in"
714," PERFECT FOR INVESTOR OR 1ST TIME HOMEBUYER. NEWER AC UNIT TRANE. NEW CARPET TILE IN KITCHEN AND BATH NEW FRONT DOOR. FRESH PAINT NEW ROOF. NICE AREA, EXCELLENT FLOOR PLAN. 4BED 2 FULL BATH 2 CAR GARAGE. PLEASE CHECK IT OUT. KITCHEN WILL BE REMODELED. NEW CABINETS, NEW COUNTER TOPS. SELLER MOTIVATED"
715," Spacious one story, 3 bedrooms, den, 2 bath and close to Galleria Mall in Roseville. During showing, please take off your shoes because the carpet is recently cleaned"
716," Dont pass this one up!Awesome views,what a getaway backyard,no rear neigbors,Koi pond,hot tub,and enclosed patio with brick sink.The inside has been updated from the floors to the appliances.New roof and newer exterior paint. Refridgerator will remain with home.This one will go FAST"
717," Special Solar Electric Features! Stunning 4bd/2.5ba country home on just over 2 acres! Spacious and immaculate single level with gorgeous views, pasture, ponds, and fully landscaped yard and gardens. Don't miss the huge garage/workshop. The solar panels provide a fabulous reduction in the electric bill for the whole property. If you're looking for that perfect country home in move in condition, look no further"
718, Cool Opportunity To Live A Green Sustainable Lifestyle Only A Few Blocks From Downtown And Steps To Magnificent Pioneer Park & Library. Huge Yard W/Gardens In Back To Grow Your Own Food And A Private Well Hooked Up To Irrigation. Wired For HotTub. House Has City Water. Recently Updated Eat-In Kitchen With CeasarStone Counters And Bamboo Floors. Utility Room Possible Expansion Of Master Suite. Guest Bath Has Electric Demand Water Heater System
719," Very private property on a southwest facing knoll top with stellar views, level garden, pool and over 1/2 acre of land! This contemporary two story home with chef's kitchen and open living room/dining room is polished and in excellent condition. Separate family room or media room. Attached spacious 2 car garage. Pool house with 1/2 bath and exterior shower"
720," RARE OPPORTUNITY! 4BR/2BA CUSTOM BUILT HM BUILT ON 3/4+ ACRE W/VU'S OF SF BAY & MOUNTAINS. ACCESSED BY PVT ROAD. MATURE LANDSCAPING INCL. LOTS OF TREES, PROP. OFFERS A WEALTH OF PRIVACY. PLENTY OF OFF ST. PARKING+OVERSIZED 4CA"
721," W/little TLC will be GREAT exec. home/entertainer's delight! Near new & great updated homes. Live here in style. Owner may complete deck at pool-negotiable, dbl closets in large master bedroom. Owner needs 24 hour notice to show"
722, Beautiful built custom Home in Granite Bay Vista Estates. Spectacular views at a great price
723, Not a REO or Short Sale! Spectacular home ready for occupancy - Prestine condition. Quiet cul-de-sac lot with over 1/4 acre. Immaculate landscaping with covered gazebo and built-in outdoor kitchen. Solar heated pool - 4 luxurious bedrooms with 3 walk-in closets. New carpeting - Epoxy floor in three car garage. Island cooktop with beautiful view of rear yard. Walk-In Pantry - separate heat/air units each floor - 1 bedroom downstairs - separate Living & Dinng Rooms
724," Over 6000' of luxury on top a 10 Acre Hill Top Site, this incredible home looks out to Folsom Lake, Sacramento Downtown, and on a clear day, Mt Diablo and the snowy peaks of the Sierra. The huge energy efficient Pella Windows capture the breathtaking views from nearly every room and compliment the Massive Solar System. Relax in the tasteful Family room or enjoy a meal created in the fabulous Gourmet Kitchen. An entertaining delight, the huge bonus room has a theater, wet bar, Sauna"
725," Great east Vallejo home! HUGE gourmet eat-in kitchen with commercial fridge, island, and tile counters. Formal dining room with french doors. Parquet wood floors. Wood burning stove in master bedroom, 2 additional bedrooms, 2 baths, single story with over 1800 sf of living space"
726," Desireable Granite Bay court location, elegant yet casual. Complete guest quarters on main level w/full bath, sitting room, access to courtyard & back yard. Upstairs bonus room. Updated kitchen w/stainless appl, granite counters, pantry. Temp & humidity controlled wine stg for 1000+ bottles. Spacious mastr suite, 2 lndry areas,energy eff photo voltaic solar panels generate 85% of utilities saving $$ on home this size, 5+ bay garage w/strg&wrkshp, blt-in pool, gardens, pond, sports court"
727," This Granite Bay property is a 10 plus! Located at the end of a quiet secluded lane, this gated home is move in ready. Backyard offers serene and tranquil paradise retreat with pool and waterfall. Lanai with ceiling fans and mister system.Other features include an open floor plan, solar energy system, irrigated garden area, outdoor entertainment area, three car attached garage and RV parking. Eureka school district. Folsom Lake just minutes away. A Must See"
728," Warm, inviting, spacious custom home on private, usable acreage. Lovingly remodelled, lots of character with vaulted ceilings and beautiful woodwork. Office/library and solarium off LR. Designer pool. Horse-friendly with 2 stall barn and fenced pastures. 2nd barn is very nice/ entertainment, unit or retreat potential. Charming wine cabin for making and tasting. Small area of 100 quality RR Pinot Noir vines, won Amateur Red Wine of the year, 2005"
729," Striking, spacious pool home on one of Novato's coveted cul-de-sac streets. Recently installed red oak hdwd flrs on stairs, upstairs hall and in living, dining & family rms. Tastefully remodeled kitchen w/granite slab counters, stainless appliances & custom cherry cabinets. Inviting, remodeled family rm w/limestone frplc, granite wet bar & custom cherry woodwork. With it's custom decking & pool w/spa the back yard is an entertainer's delight"
730," MOONRISE HILL-Gorgeous in-town Wine Country estate on coveted Eastside street, just 5 blks from historic Plaza. Sweeping vineyard & mountain vistas, 40 ft. solar-htd. pool, lush gardens & stunning moon and sunrises. Elegant, light-filled home extensively remodeled/expanded in 2000. Flexible floor plan, w/high end quality, style, & detail. Special features incl. two spacious offices & impressive green features. Truly unique & captivating"
731," Ready to move into & make this your home. Solar panels provide heating for house, as well as the backyard pool. Large backyard with built-in BBQ, equiped with speakers for your music and a beautiful water fountain. Great patio area for entertaining. Floor plan flows nicely. You must see to totally appreciate what you are getting for the price"
732," Rare opportunity to own this large single-level custom home on .62 acres. Country in the city with two fireplaces, updated kitchen, custom hardwood cabinets, stove top, stainless hood. Integrated solar system generates electricity for the home & sell back to PG&E many months of the year. Detached art studio with it's own bathroom has a variety of uses. In-ground pool, lavish gardens- ponds, lawn, patios. Parking for Boat, RV- 12+ cars"
733," PANORAMIC OCEAN & VALLEY VIEWS!! CUSTOM DESIGNED & BUILT BY DON ANDRE, ARCHITECT, AS OWN RESIDENCE. MIN. TO HWY1 & 101--EZ COMMUTE REMODELED & UPDATED THROUGHOUT. ABOVE SPRING HILLS GOLF & HORSE STABLES"
734," Just Completed Sustainable Custom Contemporary Home (Green). Located bordering Woodside this eco-friendly home minimizes the use of resources and reduces the harmful effects on the environment, all while providing savings on utility bills. With a lofty 12-foot ceiling, Chef's kitchen with walk-in pantry, master suite with filtered bay views, large yard with fire pit, Excellent Roy Cloud School"
735," Escape the busy world to this hidden surprise Paradise of a home with numerous remodeled & upgraded features inside & out for your living pleasure. This home must be seen to be truly appreciated, so call today to get a peek. Believe us-you can not envision all the special features until you've seen them. This is not an ordinary home"
736," EXTREME VALUE on 10+ private acres sits this huge 8000+ total sq. footage entertainers dream.Separate family house.Amenities are too many:Tennis court(s)/pool/spa/volleyball & very usuable acreage for horses,vineyard or "
737, 2 beautiful homes: 3bd/2.5ba & 4bd/2.5ba.Includes AP#080-320-180. HUGE VIEWS!! Horse facilities:arena/rd.pen/barns/wash/paddocks/pasture.Many usable acres. Woodside/PV schools. Passive solar home
738," If you have been waiting for that special home that is truly different from all of the others,this is it!The sellers have been very busy making this wonderful home shine..You will save money every month with the $20,000 top of the line solar system. Fresh paint,clear pest & property inspection already done!Home Warranty in place until Jan.2008"
739," Location! Location! Location! Spectacular setting! Best site in Alexander Valley. Surrounded by vineyards. 10min. to Healdsburg, 20min. to Calistoga. Solid ranch-style home (new roof, heating & a.c. systems). Large inground pool. Very nice shop building. 1/3 acre Cabernet Sauvignon (grapes went to Silver Oak last year). Fruit/nut trees: Apple, cherry, fig, plum, lemon, walnut-and more. Private, county-maintained, dead-end road. Must see"
740," Adorable 3 bedroom 2 bath home located on the corner of W 8th and Donahue. Attached enclosed carport and several storage/workroom facilities in back. Second unit located on Donahue includes 3 offices, lobby and kitchen area. Please include AS-IS addendum with all offers. Short walk to Railroad Square. Walk to conventien cente"
741, Spacious home on quiet tree lined west side Burlingame. Many upgrades..Must see.
742," Stunning architectural home extensively remodeled in 2001. Must see dramatic residence in a private setting. Was a 5 bedrooms/4 Bath home but the owner preferred opening up the living area. Bay Views, adjacent to 57,000 acres of GGNRA / Marin Headlands"
743," Great American Canyon home, parquet hardwood flooring. Nicely landscaped in front yard, low maintenance in back yard. Wood burning stove fireplace off kitchen area. Solar system makes home energy efficient. New rear fence. Enclosed patio off kitchen. 2nd patio outdoors with paved stone. Nice size bedrooms. Tool shed. Inside laundry. Water softener. Show Today!!"
744, For information purposes only
745," This 3BR/2.5BA designer home has been skillfully renovated from the ground up. Light, sleek, modern sophistication. Highest-end materials thru-out. Green features incl solar power, recycled cotton insulation & radiant heating. Chef's kitch w/ custom cabinets, Italian marble, 6-burner Wolf stove & more. Soaring ceilings. Perfect floorplan for living & entertaining. Kitch + sitting area open to b'ful deck w/ city views. All BRs lead to outdoor space. Lg backyd, 2-car garage, amzg loc'n. Stunning"
